CBM_cost,Estado,fecha_de_salida,fecha_de_llegada,contenedor,codigo,producto,cantidad,costo,cantidad_por_caja,cantidad_de_cajass,cm_a,cm_l,cm_p,CBMM,CBM_TOTAL,costo_caja,costo_total_envio,costo_envio_unit,costo_unitario_prod,costo_total,,,,
500,En transito,8/18/2026,,CONTENEDOR SEPTIEMBRE,MASS0040,AUDIFONO INALAMBRICO F9,200.00,$1.45,100,2,48,49,24,$0.056,$0.11,$28.22,$56.45,$0.28,$1.73,346.448,,,MASS2410,1
500,En transito,8/18/2026,,CONTENEDOR SEPTIEMBRE,,Juego de llaves de carraca de 12 piezas Caja de hierro,150.00,$5.50,1,150,44,19,6,$0.005,$0.75,$2.51,$376.20,$2.51,$8.01,1201.2,,,MASS2405,1
500,En transito,8/18/2026,,CONTENEDOR SEPTIEMBRE,MASS2776,Audífonos Bluetooth JM19 Traductor IA Con Pantalla Táctil,200.00,$6.90,100,2,49,,43,,,,,,,,,,MASS2389,1
500,En transito,8/18/2026,,CONTENEDOR SEPTIEMBRE,MASS2622,MAQ. YOGURT MAKER CUADRADA R.914400-110 RAF,140.00,$10.75,4,35,51.5,26.5,28.5,$0.039,$1.36,$19.45,$680.67,$4.86,$15.61,2185.669063,,,MASS2377,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2138,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3472-1Y4 40 CM X 3M DE 3MM,180.00,$3.70,30,6,74,,42,,,,,,,,,,MASS2362,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2419,"WALL PANEL REDONDO HYYC-063 18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2361,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2123,"LAMINA DE PVC MARMOLIZADA HYDY2001 2,44 M X 1,22M DE 3MM",120.00,$11.50,1,120,,,,,,,,,,,,,MASS2353,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2418,"WALL PANEL REDONDO HYYC-091 (070 gris claro) 18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2352,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2132,ROLLO DE ESPUMA 3D AUTOADHESIVA 3419-6Y49 40 CM X 3M DE 3MM,150.00,$3.70,30,5,74,,42,,,,,,,,,,MASS2351,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2124,"LAMINA DE PVC MARMOLIZADA HYDY2002 2,44 M X 1,22M DE 3MM",50.00,$11.50,1,50,,,,,,,,,,,,,MASS2348 MASS2442 MASS2443,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1418,FOAMI 3D BLANCO 70CM*77CM,500.00,$0.39,100,5,,,,,,,,,,,,,MASS2345,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2477,"ROLLO PANEL DE PARED PIEDRA SUAVE AUTOHADESIVO 0,6 X 2,8M H Y R C 0 0 0 2 - 2",320.00,$3.80,16,20,,,,,,,,,,,,,MASS2343,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2470,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC010 21CMX9CMX2900MM,240.00,$4.00,10,24,,,,,,,,,,,,,MASS2342,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2601,FLAT WALL PANEL LISO 015 MADERA 400*9*2900MM,450.00,$5.50,9,50,295,42,8.5,$0.105,$5.27,$52.66,"$2,632.88",$5.85,$11.35,5107.875,,,MASS2335,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1324,PISO VINIL HHYM3039,200.00,$11.20,1,200,,,,,,,,,,,,,MASS2330,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2125,"LAMINA DE PVC MARMOLIZADA HYDY2006 2,44 M X 1,22M DE 3MM",50.00,$11.50,1,50,,,,,,,,,,,,,MASS2328,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1746,ROLLO PANEL DECORATIVO BD928,150.00,$1.60,,,32,,62,,,,,,,,,,MASS2324,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2140,ROLLO PANEL DECORATIVO BD1137,100.00,$1.60,,,32,,62,,,,,,,,,,MASS2322,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2415,"WALL PANEL REDONDO HYYC-078 18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2308,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2127,"LAMINA DE PVC MARMOLIZADA HYLJ80008T 2,44 M X 1,22M DE 3MM",50.00,$11.50,1,50,,,,,,,,,,,,,MASS2307,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2600,FLAT WALL PANEL LISO 089 GRIS CLARO 400*9*2900MM,450.00,$5.50,9,50,295,42,8.5,$0.105,$5.27,$52.66,"$2,632.88",$5.85,$11.35,5107.875,,,MASS2305 MASS2405 MASS2699,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1983,Pegamento Silicon Blanco Extra Fuerte Wall Panel,"3,600.00",$0.90,24,150,30.5,21.5,24,$0.016,$2.36,$7.87,"$1,180.35",$0.33,$1.23,4420.35,,,MASS2304,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2137,ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3481-1Y12 40 CM X 3M DE 3MM,120.00,$3.70,30,4,74,,42,,,,,,,,,,MASS2303,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2416,"WALL PANEL REDONDO HYYC-080 18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2249,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2420,"WALL PANEL REDONDO HYYC-064 18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2244,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1745,ROLLO PANEL DECORATIVO BD871,300.00,$1.60,,,32,,62,,,,,,,,,,MASS2237 MASS2238 MASS2239,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1417,FOAMI 3D NEGRO 70CM*77CM,400.00,$0.39,100,4,,,,,,,,,,,,,MASS2221,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1736,PISO VINIL HHYM3024,0.00,$11.20,1,0,,,,,,,,,,,,,MASS2216,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2421,"WALL PANEL REDONDO HYYC-065 18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2211,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2598,FLAT WALL PANEL LISO HYC032 MARRON OSCURO 400*9*2900MM,225.00,$5.50,9,25,295,42,8.5,$0.105,$2.63,$52.66,"$1,316.44",$5.85,$11.35,2553.9375,,,MASS2195 MASS2703 MASS2704,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2599,FLAT WALL PANEL LISO 080 GRIS OSCURO 400*9*2900MM,297.00,$5.50,9,33,295,42,8.5,$0.105,$3.48,$52.66,"$1,737.70",$5.85,$11.35,3371.1975,,,MASS2193,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2128,"LAMINA DE PVC MARMOLIZADA HYLJ80001T 2,44 M X 1,22M DE 3MM",50.00,$11.50,1,50,,,,,,,,,,,,,MASS2192,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1747,ROLLO PANEL DECORATIVO BD771,100.00,$1.60,,,32,,62,,,,,,,,,,MASS2187,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2602,FLAT WALL PANEL LISO 053 MARRON CLARO 400*9*2900MM,360.00,$5.50,9,40,295,42,8.5,$0.105,$4.21,$52.66,"$2,106.30",$5.85,$11.35,4086.3,,,MASS2181,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2423,"WALL PANEL REDONDO HYYC-074 18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2178,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1402,PISO VINIL HHYM3013,150.00,$11.20,1,150,,,,,,,,,,,,,MASS2141,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2417,"WALL PANEL REDONDO HYYC-089 (071 beige)18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2140,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2141,ROLLO PANEL DECORATIVO BD1135,300.00,$1.60,,,32,,62,,,,,,,,,,MASS2138,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2422,"WALL PANEL REDONDO HYYC-069 18,6CM X 2,6CM X 2,90 M",160.00,$4.80,8,20,,,,,,,,,,,,,MASS2137,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS1836,"ROLLO PANEL DECORATIVO JQ-90527D1 1,2m x 3m",100.00,$4.50,10,10,122,,31,,,,,,,,,,MASS2132,1
500,En transito,8/11/2026,,CONTENEDOR  REVESTIMIENTO ,MASS2474,TECHO PVC DE 3 PIEZAS MACHIMBRADO HYYC032 21CMX9CMX2900MM,240.00,$4.00,10,24,,,,,,,,,,,,,MASS2128,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0698 MASS0699 MASS0700,LUBRICANTE PRIVATE LIFE 100ML XZLSG100ML (CEREZA400/FRESA250/LIMA150),800.00,$0.54,100,8,35,44,30,$0.046,$0.37,$0.00,$0.00,$0.00,$0.54,432,,,MASS2127,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1865,Máquina para hacer pasta calabacín (BLANCO),120.00,$0.80,120,1,63,39.5,45.5,$0.113,$0.11,$0.00,$0.00,$0.00,$0.80,96,,,MASS2125,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"COLCHON KING COMPRIMIDO
(ESPECIFICACIONES, CALIDAD, FOTOS REALES)",40.00,$110.00,1,40,28,28,188,$0.147,$5.90,$0.00,$0.00,$0.00,$110.00,4400,,,MASS2124,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2056,"BOMBILLOS VINTAGE
5 meters 20 lights",200.00,$2.50,50,4,71.5,66,45,$0.212,$0.85,$0.00,$0.00,$0.00,$2.50,500,,,MASS2123,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,"MASS1813 BLANCA
MASS1802 ROSADO",Almohadilla de calentamiento Menstrual portátil (BLANCO60/ROSA60),120.00,$4.00,60,2,49.5,45.2,40,$0.089,$0.18,$0.00,$0.00,$0.00,$4.00,480,,,MASS2121,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0889,BALANZA PERSONAL RECARGABLE,80.00,$1.70,20,4,54.5,25,28.5,$0.039,$0.16,$0.00,$0.00,$0.00,$1.70,136,,,MASS2118,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,Montacarga 3ton,1.00,,,,,,,,,,,,,,,,MASS2085,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,PRODUCTOS NUEVOS,,,,,,,,,,,,,,,,,MASS2084,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Dildo Thrust Monster con Control Remoto y Succión, Estimulador Realista del Punto G, Juguete Sexual Grueso de Fantasía para Mujeres y Hombres",40.00,$12.00,20,2,48.5,39.5,27,$0.052,$0.10,$0.00,$0.00,$0.00,$12.00,480,,,MASS2083,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,TERMO OWALA 20 OZ PARA CAFE NEGRO,100.00,$5.50,25,4,48,48,23,$0.053,$0.21,$0.00,$0.00,$0.00,$5.50,550,,,MASS2082,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1539,LASER RECARGABLE PARA EXPOSICION,150.00,$2.45,150,1,30,50,27,$0.041,$0.04,$0.00,$0.00,$0.00,$2.45,367.5,,,MASS2080,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1638 MASS1639 MASS1792 MASS1793,"AISLANTE PROTECTOR DE GOMA PARA PUERTA (500negro,100 blanco, 200gris,100marrón)",900.00,$0.23,180,5,76,50.5,99,$0.380,$1.90,$0.00,$0.00,$0.00,$0.23,207,,,MASS2070,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1452,COMPRESA PARA FRIO/CALOR PARA DOLOR DE CABEZA MIGRAÑA,240.00,$1.25,24,10,38,27,25,$0.026,$0.26,$0.00,$0.00,$0.00,$1.25,300,,,MASS2067,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1713 MASS1714 MASS1715,Masturbador Pretty Love Acción Succionadora Vagina80/Ano40/Boca40,160.00,$3.38,40,4,51,28,39,$0.056,$0.22,$0.00,$0.00,$0.00,$3.38,540.8,,,MASS2052,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0952 MASS0954 MASS0953 MASS0955,"BOLSO DE LAPTOP DOBLE CIERRE
7ONEGRO,50AZUL,60GRIS,30ROJO",210.00,$2.20,100,2.1,100,68,80,$0.544,$1.14,$0.00,$0.00,$0.00,$2.20,462,,,MASS2042,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Pastillero Electrónico Redondo Colorido 2025, Portátil, con Función de Recordatorio Inteligente",240.00,$3.00,240,1,47,38.5,47.5,$0.086,$0.09,$0.00,$0.00,$0.00,$3.00,720,,,MASS2041,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0274,MAQUINA DE AFEITAR T9 (Buda dorado300/buda plata 200 Dragon plata 100 Dragon dorado200),800.00,$0.80,100,8,47,34,32,$0.051,$0.41,$0.00,$0.00,$0.00,$0.80,640,,,MASS2034,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2643,TERMO OWALA 20 OZ PARA CAFE AZUL,50.00,$5.50,25,2,48,48,23,$0.053,$0.11,$0.00,$0.00,$0.00,$5.50,275,,,MASS2033,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2628,TERMO OWALA 32 OZ NEGRO CON GRIS,100.00,$5.25,25,4,49.6,50,30,$0.074,$0.30,$0.00,$0.00,$0.00,$5.25,525,,,MASS2020,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1735,PISTOLA DE AGUA M1911 (Azul),600.00,$0.33,300,2,70,40,41,$0.115,$0.23,$0.00,$0.00,$0.00,$0.33,198,,,MASS2019,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0902,MAQUINA DE COSER PORTATIL,140.00,$3.50,20,7,64,45,44,$0.127,$0.89,$0.00,$0.00,$0.00,$3.50,490,,,MASS1990,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Vaporizador Facial 2 en 1, Nano Spray Térmico, Iónico, Eléctrico, Profesional, de Lujo, Portátil, con Ozono, para Spa Facial",20.00,,,,,,,,,,,,,,,,MASS1983,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0200,Dispensador de agua recargable,360.00,$1.10,60,6,50.5,28,47,$0.066,$0.40,$0.00,$0.00,$0.00,$1.10,396,,,MASS1979,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Sofá Moderno de Compresión, Bloque de Tofu",25.00,$248.00,1,25,120,39,39,$0.183,$4.56,$0.00,$0.00,$0.00,$248.00,6200,,,MASS1976,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0058,BALANZA PERSONAL 180 KG,240.00,$2.00,10,24,36.5,30,36,$0.039,$0.95,$0.00,$0.00,$0.00,$2.00,480,,,MASS1973,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1823 MASS1824 MASS1825,"RELOJ INTELIGENTE P89 NEGRO (140NEGRO, 30 BLANCO, 30 DORADO)",200.00,$9.88,100,2,60,40,32,$0.077,$0.15,$0.00,$0.00,$0.00,$9.88,1976,,,MASS1946 MASS1947 MASS1948,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1230,TENSIOMETRO DIGITAL SIN VOZ,350.00,$2.00,50,7,52,42,34,$0.074,$0.52,$0.00,$0.00,$0.00,$2.00,700,,,MASS1945,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2303,SILLA EJECUTIVA ERGONOMICA A6P,400.00,$9.59,1,400,53,25,50,$0.066,$26.50,$0.00,$0.00,$0.00,$9.59,3836,,,MASS1923,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0609,VIBRADOR REALISTICO CON BASE Y CONTROL QBTG62,200.00,$2.40,100,2,42,28,52,$0.061,$0.12,$0.00,$0.00,$0.00,$2.40,480,,,MASS1920,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,CONTENEDOR COSAS GRANDES,,,,,,,,,,,,,,,,,MASS1919,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,Fregadero de Cocina Inteligente de Lujo Bajo Encimera Oculto Negro con Lavavajillas Multifunción de Acero Inoxidable Moderno con Cascada 750*450*(160-220) mm,20.00,$50.00,1,20,78,48,23,$0.086,$1.72,$0.00,$0.00,$0.00,$50.00,1000,,,MASS1908,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2649,TERMO OWALA 20 OZ PARA CAFE ROSA,50.00,$5.50,25,2,48,48,23,$0.053,$0.11,$0.00,$0.00,$0.00,$5.50,275,,,MASS1907,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,Vribrador con chupon y control APP,150.00,$6.85,50,3,35,60,50,$0.105,$0.32,$0.00,$0.00,$0.00,$6.85,1027.5,,,MASS1906,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0927,SET DE ESENCIA 6 PCS,240.00,$1.20,60,4,33,33,25,$0.027,$0.11,$0.00,$0.00,$0.00,$1.20,288,,,MASS1905,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Mochila Táctica de 50L para Hombre con GPS, Paquete Molle EDC de Asalto Impermeable para Viajes al Aire Libre, Senderismo y Caza, Características",210.00,$7.90,30,7,64,58,60,$0.223,$1.56,$0.00,$0.00,$0.00,$7.90,1659,,,MASS1900,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Pistola de masaje TY-801 de tejido profundo, motor silencioso sin escobillas y pistola de masaje portátil con 4 cabezales intercambiables","1,000.00",$4.65,30,33.33333333,38.5,31.5,51,$0.062,$2.06,$0.00,$0.00,$0.00,$4.65,4650,,,MASS1899,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,"MASS0327 NEGRO
MASS0328 GRIS",MOUSE INALAMBRICO RECARGALE NEGRO 200 PLATEADO 100,300.00,$1.25,100,3,39.5,35,27,$0.037,$0.11,$0.00,$0.00,$0.00,$1.25,375,,,MASS1898,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,Carpa Económica de 10x10 Personalizada para Ferias Comerciales,2.00,$120.00,1,2,147,20,20,$0.059,$0.12,$0.00,$0.00,$0.00,$120.00,240,,,MASS1897,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0128,CASE EXTERNO 2.5 USB 3.0 NEGRO,200.00,$1.50,100,2,40,32,53,$0.068,$0.14,$0.00,$0.00,$0.00,$1.50,300,,,MASS1881 MASS1882 MASS1883 MASS1884,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0919,REMOVEDOR DE CALLOR RECARGABLE,150.00,$1.68,100,1.5,53.5,36.5,51.5,$0.101,$0.15,$0.00,$0.00,$0.00,$1.68,252,,,MASS1874,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2019,CORNETA INALAMBRICA + 2 MICROFONOS,250.00,$2.32,50,5,54,40,39,$0.084,$0.42,$0.00,$0.00,$0.00,$2.32,580,,,MASS1873,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0251,KIT DE AMARRE DE CAMA CSBD001,30.00,$2.30,30,1,55,40,25,$0.055,$0.06,$0.00,$0.00,$0.00,$2.30,69,,,MASS1865,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2305 MASS2405 MASS2699,SILLA GAMER GM01 200NEGRO/100ROJA/100AZUL,400.00,$20.00,1,400,80,28,56,$0.125,$50.18,$0.00,$0.00,$0.00,$20.00,8000,,,MASS1862 MASS1863 MASS1864,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2405,TERMOS OWALA 32 OZ NEGRO,350.00,$5.25,25,14,49.6,50,30,$0.074,$1.04,$0.00,$0.00,$0.00,$5.25,1837.5,,,MASS1836,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Perro Robot Inteligente con Control Remoto Interactivo 2.4G y Control por Aplicación
240 gris/ 120Rosado",360.00,$12.50,18,20,59,36,54,$0.115,$2.29,$0.00,$0.00,$0.00,$12.50,4500,,,MASS1823 MASS1824 MASS1825,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1149,BALA VIBRADORA GRANDE COLORES CZDV001 rosa60/azul60/rosa60/negro60/plata60,300.00,$0.70,100,3,25,35,20,$0.018,$0.05,$0.00,$0.00,$0.00,$0.70,210,,,MASS1820,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2353,Molino de cafe 300w R.97113-110,252.00,$2.12,36,7,44,33,53.5,$0.078,$0.54,$0.00,$0.00,$0.00,$2.12,534.24,,,MASS1819,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2634,TERMO OWALA 30 ONZ 900 ML BLANQUECINO,150.00,$5.48,25,6,59,56,26,$0.086,$0.52,$0.00,$0.00,$0.00,$5.48,822,,,MASS1818,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1718,"Vibrador de silicona reutilizable para hombres, Anillo para el pene,",300.00,$0.40,100,3,43,22,28,$0.026,$0.08,$0.00,$0.00,$0.00,$0.40,120,,,MASS1813 MASS1802,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Carpa de Alta Resistencia Premium de 10x20 pies, Toldo Portátil para Auto, Altura Ajustable de 9.5 pies, Carpa para Fiestas, Garaje",10.00,$100.00,1,10,195,26,25,$0.127,$1.27,$0.00,$0.00,$0.00,$100.00,1000,,,MASS1805,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2635,TERMO OWALA 30 ONZ 900 ML VERDE,100.00,$5.48,25,4,59,56,26,$0.086,$0.34,$0.00,$0.00,$0.00,$5.48,548,,,MASS1804,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2585,ZAPATERA Y PERCHERO 4 NIVELES 152CM X 59CM X 25XCM,112.00,$2.08,16,7,58.5,41,51,$0.122,$0.86,$0.00,$0.00,$0.00,$2.08,232.96,,,MASS1801,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS0942,AIRPODS PRO 2,600.00,$4.65,100,6,49.5,36.7,40.5,$0.074,$0.44,$0.00,$0.00,$0.00,$4.65,2790,,,MASS1794,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1206,SET DE LIGAS TUBULARES DE RESISTENCIA,36.00,$5.00,18,2,50,38,40,$0.076,$0.15,$0.00,$0.00,$0.00,$5.00,180,,,MASS1788,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1574,TIRRO MASSHOPPING 5CM*100m,576.00,$0.68,72,8,48,36,35,$0.060,$0.48,$0.00,$0.00,$0.00,$0.68,391.68,,,MASS1786,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,"Alfombra baño diatomita - Alfombrilla diatomita - Alfombra de Piedra Secado rapido - Alfombrilla Antideslizante baño, Absorbente higiénica para Ducha y Fregadero",300.00,$3.85,30,10,42,65,32,$0.087,$0.87,$0.00,$0.00,$0.00,$3.85,1155,,,MASS1785 MASS2151,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1820,RELOJ INTELIGENTE SMARTWATCH H92 UlTRA 3,400.00,$6.80,50,8,65,45,36,$0.105,$0.84,$0.00,$0.00,$0.00,$6.80,2720,,,MASS1784 MASS2150,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1806,CAMARA DE SEGURIDAD DOBLE ROBOTICA 360° GRADOS HD MICRO SD WIFFI,300.00,$5.50,50,6,56.5,28.5,53.4,$0.086,$0.52,$0.00,$0.00,$0.00,$5.50,1650,,,MASS1757 MASS0589,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,"MASS1536 NEGRO
MASS1614 BLANCO
MASS1615 AZUL","TERMO DE ACERO INOXIDABLE 36oz (NEGRO200,BLANCO200, AZUL200)",500.00,$3.05,25,20,50,50,30.5,$0.076,$1.53,$0.00,$0.00,$0.00,$3.05,1525,,,MASS1747,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,RELOJ INTELIGENTE Z178,50.00,,,,,,,,,,,,,,,,MASS1746,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2626,TERMO OWALA 32 OZ BLANQUECINO,100.00,$5.25,25,4,49.6,50,30,$0.074,$0.30,$0.00,$0.00,$0.00,$5.25,525,,,MASS1745,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2647,TERMO OWALA 20 OZ PARA CAFE AMARILLO,50.00,$5.50,25,2,48,48,23,$0.053,$0.11,$0.00,$0.00,$0.00,$5.50,275,,,MASS1736,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,CONTENEDOR 4,,,,,,,,,,,,,,,,,MASS1735,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2070,LAVADORA DE BROCHAS MAQUILLAJE,150.00,$2.40,50,3,50,50,35,$0.088,$0.26,$0.00,$0.00,$0.00,$2.40,360,,,MASS1724,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2068,"MASAJEADOR REDUCTOR DE CELULITIS, VENTOSA Y CALOR INFRARROJO",240.00,$7.25,30,8,51,47,40,$0.096,$0.77,$0.00,$0.00,$0.00,$7.25,1740,,,MASS1718,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS2630,TERMO OWALA 32 OZ ESTAMPADO LEOPARDO ROSA,100.00,$5.25,25,4,49.6,50,30,$0.074,$0.30,$0.00,$0.00,$0.00,$5.25,525,,,MASS1717,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,"MASS1535 NEGRO
MASS1611 BLANCO
MASS1612 AZUL","TERMO DE ACERO INOXIDABLE 18oz (NEGRO200,BLANCO100, AZUL100)",400.00,$2.48,25,16,44.5,44.5,26,$0.051,$0.82,$0.00,$0.00,$0.00,$2.48,992,,,MASS1713 MASS1714 MASS1715,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,MASS1039,MAQUINA PLASTIFICADORA LAMINADORA (10 HOJAS),80.00,$7.80,10,8,42,40,30,$0.050,$0.40,$0.00,$0.00,$0.00,$7.80,624,,,MASS1709,1
0,En transito,8/1/2026,,CONTENEDORES JULIO,,Vibrador de Masaje con Inducción Táctil para Entrenamiento y Estimulación del Pene Masculino - Juguete Sexual Masculino,30.00,$10.20,48,0.625,44,35,54,$0.083,$0.05,$0.00,$0.00,$0.00,$10.20,306,,,MASS1694,1
