"Bodega","Ubicación","Categoría Artículo Padre","Categoría Artículo","Artículo","Peso","Unidad Medida Peso","Lote","Serie","Unidad Medida","Cantidad","Tipo Transacción","Transacción","Codigo Transacción","Fecha Transacción","Fecha Vencimiento","Bodega Destino","Módulo Origen","Descripción Movimiento","Usuario"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS0274-MAQUINA DE AFEITAR INALAMBRICA T9 DRAGON PLATEADO","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000261292","00000000000000000754","01/09/2026 08:35 AM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000037073","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1525-ZAPATERA DE METAL 6 NIVELES","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000261292","00000000000000000754","01/09/2026 08:35 AM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000037073","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2101-MOLDE DE SILICONA PARA CUBOS DE HIELO FACIAL","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000261292","00000000000000000754","01/09/2026 08:35 AM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000037073","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1085-VIBRADOR CONSOLADOR REALISTICO JELLY CARNE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261294","00000000000000043103","01/09/2026 08:37 AM","-","-","FACTURACION","KA","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0846-ROSA VIBRADORA VAGINA SUCKER ROJO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261295","00000000000000001405","01/09/2026 08:41 AM","-","-","FACTURACION","hg venta contado","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2637-TERMO OWALA 30 ONZ 900 ML MARFIL","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261296","00000000000000037784","01/09/2026 08:42 AM","-","-","FACTURACION","SP–209538650
RETIRO EN PGR POR STEVEN","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1357-HAND GRIP ENTRENAMIENTO DE MUÑECA MANOS Y ANTEBRAZO CON CONTADOR","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261297","00000000000000043104","01/09/2026 08:42 AM","-","-","FACTURACION","KA","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0701-LUBRICANTE ANAL LOVE MONOGATARI 200ML ZTAO01","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261298","00000000000000037785","01/09/2026 08:42 AM","-","-","FACTURACION","lb 209470182","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0018-ANILLO JOY VIBRADOR RETARDANTE POTENTE LATEX MORADO XQRE036","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261298","00000000000000037785","01/09/2026 08:42 AM","-","-","FACTURACION","lb 209470182","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1378-MAQUINA KEMEI DE AFEITAR CABELLO SHAVER KEMEI KM-2024","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261298","00000000000000037785","01/09/2026 08:42 AM","-","-","FACTURACION","lb 209470182","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0407-VIBRADOR RABBIT SUPER MUTE 10 VELOCIDADES FUCSIA YCYY001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261299","00000000000000043105","01/09/2026 08:45 AM","-","-","FACTURACION","KA","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0593-VIBRADOR FREE ROMEO CON RECARGA USB PUNTO G MORADO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261300","00000000000000037786","01/09/2026 08:46 AM","-","-","FACTURACION","lb 209470454","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS0200-DISPENSADOR DE AGUA ELECTRONICO","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0289-PISTOLA MASAJEADORA ELECTRICA SY-720 ROJO","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0290-PISTOLA MASAJEADORA ELECTRICA SY-720 VERDE","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0291-PISTOLA MASAJEADORA ELECTRICA SY-720 GRIS","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0292-PISTOLA MASAJEADORA ELECTRICA SY-720 NEGRO","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-06-AUDIFONOS","MASS2730-AUDÍFONOS INALÁMBRICOS TIPO CLIP MD","-","-","-","-","Unid","10.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2061-MAQUINA PARA USO INTIMO UNISEX NEGRO","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2062-MAQUINA PARA USO INTIMO UNISEX BLANCO","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2603-ESTANTE METAL GALVANIZADO CON MDF 5 NIVELES AGORA 180*90*40CM","-","-","-","-","Unid","6.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2611-MINI VENTILADOR TURBO DE ALTA POTENCIA RECARGABLE","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1906-MASAJEADOR EMS DE ESTIRAMIENTO FACIAL  ANTIARRUGAS 7 MODOS","-","-","-","-","Unid","4.00","FVE-Factura de Venta (-) ","33202609000000261301","00000000000000001406","01/09/2026 08:48 AM","-","-","FACTURACION","Reposicion oeste","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0610-CONSOLADOR REALISTICO EYACULADOR YHNB224S","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261302","00000000000000043106","01/09/2026 08:48 AM","-","-","FACTURACION","KA","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1694-CONSOLADOR CURVO DE SILICON CON BASE 21CM","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261303","00000000000000037787","01/09/2026 08:50 AM","-","-","FACTURACION","LB 209470579","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1476-CONSOLADOR REALISTICO EXTRAGRANDE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261303","00000000000000037787","01/09/2026 08:50 AM","-","-","FACTURACION","LB 209470579","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1614-TERMO DE ACERO INOXIDABLE 36oz BLANCO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261304","00000000000000043107","01/09/2026 08:51 AM","-","-","FACTURACION","KA","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS2169-DILDO VIBRADOR CON DOBLE PENETRACION  MORADO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261305","00000000000000037788","01/09/2026 08:53 AM","-","-","FACTURACION","LB 209470607","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0850-VIBRADOR POR APLICACION REMOTO YPM","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261305","00000000000000037788","01/09/2026 08:53 AM","-","-","FACTURACION","LB 209470607","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0702-IMITACION DE SEMEN LECHE SIYI 200ML SYXDZ01","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261306","00000000000000043108","01/09/2026 08:54 AM","-","-","FACTURACION","KA","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0687-ANILLO VIBRADOR RETARDANTE DOBLE RC007","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261307","00000000000000037789","01/09/2026 08:57 AM","-","-","FACTURACION","LB 209471961","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1922-ESTIMULANTE SEXUAL FEMENINO POTENCIADOR DE LIBIDO Y ORGASMO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261307","00000000000000037789","01/09/2026 08:57 AM","-","-","FACTURACION","LB 209471961","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0850-VIBRADOR POR APLICACION REMOTO YPM","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261307","00000000000000037789","01/09/2026 08:57 AM","-","-","FACTURACION","LB 209471961","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0612-VIBRADOR REALISTICO YUECHAO MORADO BLDZD001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261309","00000000000000037790","01/09/2026 09:05 AM","-","-","FACTURACION","lb 209472917","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0850-VIBRADOR POR APLICACION REMOTO YPM","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261309","00000000000000037790","01/09/2026 09:05 AM","-","-","FACTURACION","lb 209472917","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0687-ANILLO VIBRADOR RETARDANTE DOBLE RC007","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261309","00000000000000037790","01/09/2026 09:05 AM","-","-","FACTURACION","lb 209472917","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1377-HIDROJET PORTATIL RECARGABLE 48VF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261311","00000000000000037791","01/09/2026 09:08 AM","-","-","FACTURACION","SP-209317723
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-06-AUDIFONOS","MASS2730-AUDÍFONOS INALÁMBRICOS TIPO CLIP MD","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261313","00000000000000037792","01/09/2026 09:09 AM","-","-","FACTURACION","SP-209321432","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS1410-WALL PANEL YC101  NEGRO 290*168*23","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000261314","00000000000000037793","01/09/2026 09:09 AM","-","-","FACTURACION","lb 209473329","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1357-HAND GRIP ENTRENAMIENTO DE MUÑECA MANOS Y ANTEBRAZO CON CONTADOR","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261315","00000000000000037794","01/09/2026 09:11 AM","-","-","FACTURACION","SP-209247150","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-17-AUDIO Y VIDEO","MASS2211-PROYECTOR HY300 720","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261317","00000000000000037795","01/09/2026 09:12 AM","-","-","FACTURACION","lb 209471553","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0390-PLUG ANAL TALLA S BLANCO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261318","00000000000000037796","01/09/2026 09:13 AM","-","-","FACTURACION","SP-209240852","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS2244-ACEITE DE MASAJE CORPORAL AUMENTO DE PENE XXXL 10 ML","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261318","00000000000000037796","01/09/2026 09:13 AM","-","-","FACTURACION","SP-209240852","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1725-CARAMELO EXPLOSIVO COMESTIBLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261318","00000000000000037796","01/09/2026 09:13 AM","-","-","FACTURACION","SP-209240852","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1976-MAQUINA AFEITAR KEMEI KM-1071 RECARGABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261319","00000000000000037797","01/09/2026 09:15 AM","-","-","FACTURACION","SP-209243738","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS2303-SILLA EJECUTIVA ERGONOMICA A6P","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000261321","2026090006","01/09/2026 09:16 AM","-","-","INVENTARIOS","MFLC SOLICITADO POR VENTAS ONLINE CASHEA RETIRO EN TIENDA","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0701-LUBRICANTE ANAL LOVE MONOGATARI 200ML ZTAO01","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261322","00000000000000037798","01/09/2026 09:16 AM","-","-","FACTURACION","SP-209252307","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2603-ESTANTE METAL GALVANIZADO CON MDF 5 NIVELES AGORA 180*90*40CM","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261323","00000000000000037799","01/09/2026 09:17 AM","-","-","FACTURACION","lb 209321704","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1530-TERMO DEPORTIVO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261325","00000000000000037800","01/09/2026 09:18 AM","-","-","FACTURACION","SP-209252672","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1378-MAQUINA KEMEI DE AFEITAR CABELLO SHAVER KEMEI KM-2024","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261326","00000000000000037801","01/09/2026 09:20 AM","-","-","FACTURACION","SP-209256679","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1083-CERRADURA DE PUERTA DE MADERA LOCK","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261326","00000000000000037801","01/09/2026 09:20 AM","-","-","FACTURACION","SP-209256679","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1807-VENTILADOR PORTATIL 3 EN 1 BLANCO ENFRIADOR HUMIDIFICADOR LUZ LED","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261328","00000000000000037802","01/09/2026 09:22 AM","-","-","FACTURACION","LB 209333384 
CUPON DE DESCUENTO 10% -$5","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS2152-ESTERILIZADOR ULTRAVIOLETA PARA CEPILLO DE DIENTES NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261328","00000000000000037802","01/09/2026 09:22 AM","-","-","FACTURACION","LB 209333384 
CUPON DE DESCUENTO 10% -$5","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1875-MAQUINA PARA HACER PASTA SPAGHETTI ACERO INOXIDABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261328","00000000000000037802","01/09/2026 09:22 AM","-","-","FACTURACION","LB 209333384 
CUPON DE DESCUENTO 10% -$5","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-17-AUDIO Y VIDEO","MASS0634-MINI CAMARA ESPIA WIFI A9","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261329","00000000000000037803","01/09/2026 09:23 AM","-","-","FACTURACION","SP-209308273","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0584-VAGINA VIBRADORA PUSSY DLS001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261329","00000000000000037803","01/09/2026 09:23 AM","-","-","FACTURACION","SP-209308273","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0687-ANILLO VIBRADOR RETARDANTE DOBLE RC007","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261330","00000000000000037804","01/09/2026 09:26 AM","-","-","FACTURACION","SP-209309946","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0850-VIBRADOR POR APLICACION REMOTO YPM","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261330","00000000000000037804","01/09/2026 09:26 AM","-","-","FACTURACION","SP-209309946","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1922-ESTIMULANTE SEXUAL FEMENINO POTENCIADOR DE LIBIDO Y ORGASMO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261330","00000000000000037804","01/09/2026 09:26 AM","-","-","FACTURACION","SP-209309946","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1725-CARAMELO EXPLOSIVO COMESTIBLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261330","00000000000000037804","01/09/2026 09:26 AM","-","-","FACTURACION","SP-209309946","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS1442-MOUSE INALAMBRICO RECARGABLE BLUETOOH 2.4G CAJA 2514 BLANCO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261330","00000000000000037804","01/09/2026 09:26 AM","-","-","FACTURACION","SP-209309946","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1357-HAND GRIP ENTRENAMIENTO DE MUÑECA MANOS Y ANTEBRAZO CON CONTADOR","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000261331","00000000000000043109","01/09/2026 09:26 AM","-","-","FACTURACION","KA","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1781-CONSOLADOR REALISTICO CON CHUPON INFLABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261332","00000000000000037805","01/09/2026 09:26 AM","-","-","FACTURACION","lb 209335522 
cad","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-06-AUDIFONOS","MASS2324-Q8 AURICULAR TOTALMENTE COMPATIBLE CON EL ADAPTADOR TIPO C + APPLE UNO A DOS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261333","00000000000000037806","01/09/2026 09:28 AM","-","-","FACTURACION","SP-209257178","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2097-CEPILLO FACIAL MORADO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000261333","00000000000000037806","01/09/2026 09:28 AM","-","-","FACTURACION","SP-209257178","CAJACASHEA@MASSHOPPING.COM.VE"
